video_path,source_dataset,source_video_id,original_split,label
..\data\raw\violentflows\movies\1\NonViolence\football_crowds_cheering__World_Cup_2010_Korea_vs_Uruguay_Han_River_Seoul_Pre_game__vivach.avi,Violent-Flows,football_crowds_cheering__World_Cup_2010_Korea_vs_Uruguay_Han_River_Seoul_Pre_game__vivach,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\football_crowds__Giants_of_Brazil_6_of_6__anandaliyanage__lq-GBA34iEI.avi,Violent-Flows,football_crowds__Giants_of_Brazil_6_of_6__anandaliyanage__lq-GBA34iEI,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\football_crowds__MaximsNewsNetwork_SUDAN_ELECTIONS_YASIR_ARMAN_OMAR_AL_BASHIR_UNM.avi,Violent-Flows,football_crowds__MaximsNewsNetwork_SUDAN_ELECTIONS_YASIR_ARMAN_OMAR_AL_BASHIR_UNM,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\football_crowds__USC_Football_Team_arriving_at_Lincoln_stadium_2007__jmsotojr__um.avi,Violent-Flows,football_crowds__USC_Football_Team_arriving_at_Lincoln_stadium_2007__jmsotojr__um,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\football_crowds__Wrest_Point_Tassie_Devils_coming_off_the_field_in_their_final_ma.avi,Violent-Flows,football_crowds__Wrest_Point_Tassie_Devils_coming_off_the_field_in_their_final_ma,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\peaceful_football_crowds__MaximsNewsNetwork_SUDAN_ELECTIONS_YASIR_ARMAN_OMAR_AL_BASHIR_UNM.avi,Violent-Flows,peaceful_football_crowds__MaximsNewsNetwork_SUDAN_ELECTIONS_YASIR_ARMAN_OMAR_AL_BASHIR_UNM,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\stadium_crowds__Bands_talk_about_their_influences_from_Punk_s_Not_Dead__PNDmovie.avi,Violent-Flows,stadium_crowds__Bands_talk_about_their_influences_from_Punk_s_Not_Dead__PNDmovie,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\stadium_crowds__Barnsley_FC_V_Swansea_City_FC_League_1_Play_off_Final_2006__stua.avi,Violent-Flows,stadium_crowds__Barnsley_FC_V_Swansea_City_FC_League_1_Play_off_Final_2006__stua,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\stadium_crowds__bohemka_viktorka_I__averlaagen__FDu-Q6Q5OVk.avi,Violent-Flows,stadium_crowds__bohemka_viktorka_I__averlaagen__FDu-Q6Q5OVk,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\stadium_crowds__Crowd_Footage__ADTom43__PbQywcwkxDM.avi,Violent-Flows,stadium_crowds__Crowd_Footage__ADTom43__PbQywcwkxDM,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\stadium_crowds__Jump_Around_at_the_Camp_Randall_Outdoor_Hockey_Classic__ernste40.avi,Violent-Flows,stadium_crowds__Jump_Around_at_the_Camp_Randall_Outdoor_Hockey_Classic__ernste40,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\stadium_crowds__MaximsNewsNetwork_ITALY_SPORT_SECURITY_UN__MaximsNewsNetwork__C-.avi,Violent-Flows,stadium_crowds__MaximsNewsNetwork_ITALY_SPORT_SECURITY_UN__MaximsNewsNetwork__C-,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\stadium_crowds__Outside_Yankee_Stadium_Following_World_Series_Win_vs_Phillies_11.avi,Violent-Flows,stadium_crowds__Outside_Yankee_Stadium_Following_World_Series_Win_vs_Phillies_11,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\stadium_crowds__Stadium_Footage__ADTom43__AQdZ2OTF7VA.avi,Violent-Flows,stadium_crowds__Stadium_Footage__ADTom43__AQdZ2OTF7VA,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\stadium_crowds__USC_Football_Team_arriving_at_Lincoln_stadium_2007__jmsotojr__um.avi,Violent-Flows,stadium_crowds__USC_Football_Team_arriving_at_Lincoln_stadium_2007__jmsotojr__um,1,nonviolence
..\data\raw\violentflows\movies\1\NonViolence\stadium_crowds__Wales_Wonderful_Rugby_Win_1922__BFIfilms__Mb89swT_V3M.avi,Violent-Flows,stadium_crowds__Wales_Wonderful_Rugby_Win_1922__BFIfilms__Mb89swT_V3M,1,nonviolence
..\data\raw\violentflows\movies\1\Violence\balcony_football_violence__Brannik_Football_Violence__Nattevandring__ysW-tGv-YjI.avi,Violent-Flows,balcony_football_violence__Brannik_Football_Violence__Nattevandring__ysW-tGv-YjI,1,violence
..\data\raw\violentflows\movies\1\Violence\balcony_football_violence__British_Football_Hooligans_Mix_3__MorningGlory1997__kW23lUV6oFk.avi,Violent-Flows,balcony_football_violence__British_Football_Hooligans_Mix_3__MorningGlory1997__kW23lUV6oFk,1,violence
..\data\raw\violentflows\movies\1\Violence\crowd_violence__Man_Utd_vs_Roma_Crowd_Trouble__uncychris__ZGI5vlDMpJA.avi,Violent-Flows,crowd_violence__Man_Utd_vs_Roma_Crowd_Trouble__uncychris__ZGI5vlDMpJA,1,violence
..\data\raw\violentflows\movies\1\Violence\crowd_violence__Roma_V_Man_Utd_Police_beating_crowd__Beck84Utd__jwtg8AkcAfc.avi,Violent-Flows,crowd_violence__Roma_V_Man_Utd_Police_beating_crowd__Beck84Utd__jwtg8AkcAfc,1,violence
..\data\raw\violentflows\movies\1\Violence\fans_violence__Accidents_Fights_Violence_Tragedies_Hooligans_Football_Fights_HORRIBLE_THINGS__darkhero00__PgujG07PUq0.avi,Violent-Flows,fans_violence__Accidents_Fights_Violence_Tragedies_Hooligans_Football_Fights_HORRIBLE_THINGS__darkhero00__PgujG07PUq0,1,violence
..\data\raw\violentflows\movies\1\Violence\fans_violence__BRANNIK_Football_Violence_CSKA__Arpecua__gew9Ks_9VRU.avi,Violent-Flows,fans_violence__BRANNIK_Football_Violence_CSKA__Arpecua__gew9Ks_9VRU,1,violence
..\data\raw\violentflows\movies\1\Violence\fans_violence__Fans_Fighting_Roma_vs_Man_Utd__teafor22__oYikreK6ng4.avi,Violent-Flows,fans_violence__Fans_Fighting_Roma_vs_Man_Utd__teafor22__oYikreK6ng4,1,violence
..\data\raw\violentflows\movies\1\Violence\fans_violence__F_GHT_S_MORE_MPORTANT_THAN_FOOTBALL_sometimes__shevchenko776__9a616Ppoeak.avi,Violent-Flows,fans_violence__F_GHT_S_MORE_MPORTANT_THAN_FOOTBALL_sometimes__shevchenko776__9a616Ppoeak,1,violence
..\data\raw\violentflows\movies\1\Violence\fans_violence__Hockey_Fights_and_Fan_Brawls__dsnitris2007__XinJCGR7u6w.avi,Violent-Flows,fans_violence__Hockey_Fights_and_Fan_Brawls__dsnitris2007__XinJCGR7u6w,1,violence
..\data\raw\violentflows\movies\1\Violence\fans_violence__Marseille_World_Cup_fans_riot__tizwaz35__I9sUIDRjpoo.avi,Violent-Flows,fans_violence__Marseille_World_Cup_fans_riot__tizwaz35__I9sUIDRjpoo,1,violence
..\data\raw\violentflows\movies\1\Violence\fans_violence__Slovak_chauvinism_nationalism_extremism_intolerance_and_all_form.avi,Violent-Flows,fans_violence__Slovak_chauvinism_nationalism_extremism_intolerance_and_all_form,1,violence
..\data\raw\violentflows\movies\1\Violence\fans_violence__Tigers_Yob_Violence_Hull_Daily_Mail__AllMail__J_znZ1TJugw.avi,Violent-Flows,fans_violence__Tigers_Yob_Violence_Hull_Daily_Mail__AllMail__J_znZ1TJugw,1,violence
..\data\raw\violentflows\movies\1\Violence\football_violence__Accidents_Fights_Violence_Tragedies_Hooligans_Football_Fights_HORRIBLE_THINGS__darkhero00__PgujG07PUq0.avi,Violent-Flows,football_violence__Accidents_Fights_Violence_Tragedies_Hooligans_Football_Fights_HORRIBLE_THINGS__darkhero00__PgujG07PUq0,1,violence
..\data\raw\violentflows\movies\1\Violence\football_violence__baseball_hockey_football_soccer_violence__Zetrom69__aQ5nh4xRak0.avi,Violent-Flows,football_violence__baseball_hockey_football_soccer_violence__Zetrom69__aQ5nh4xRak0,1,violence
..\data\raw\violentflows\movies\1\Violence\football_violence__British_Football_Hooligans_Mix_3__MorningGlory1997__kW23lUV6oFk.avi,Violent-Flows,football_violence__British_Football_Hooligans_Mix_3__MorningGlory1997__kW23lUV6oFk,1,violence
..\data\raw\violentflows\movies\1\Violence\football_violence__Football_Hooligans_Hull_Pub_Brawl_News_Report__lancashirelads__--3xfJHXlOc.avi,Violent-Flows,football_violence__Football_Hooligans_Hull_Pub_Brawl_News_Report__lancashirelads__--3xfJHXlOc,1,violence
..\data\raw\violentflows\movies\1\Violence\football_violence__Polish_Hooligans__tigardojaja__YLSsmo2Glyk.avi,Violent-Flows,football_violence__Polish_Hooligans__tigardojaja__YLSsmo2Glyk,1,violence
..\data\raw\violentflows\movies\1\Violence\Hooligans_violence__5x5_russian_hooligans_fight__Parkhom__GnfpwW6sMkc.avi,Violent-Flows,Hooligans_violence__5x5_russian_hooligans_fight__Parkhom__GnfpwW6sMkc,1,violence
..\data\raw\violentflows\movies\1\Violence\Hooligans_violence__Accidents_Fights_Violence_Tragedies_Hooligans_Football_Fights_HORRIBLE_THINGS__darkhero00__PgujG07PUq0.avi,Violent-Flows,Hooligans_violence__Accidents_Fights_Violence_Tragedies_Hooligans_Football_Fights_HORRIBLE_THINGS__darkhero00__PgujG07PUq0,1,violence
..\data\raw\violentflows\movies\1\Violence\Hooligans_violence__ACHTUNG_skinheads_hooligans__WHITENGEL1488__H2xnId9vOo0.avi,Violent-Flows,Hooligans_violence__ACHTUNG_skinheads_hooligans__WHITENGEL1488__H2xnId9vOo0,1,violence
..\data\raw\violentflows\movies\1\Violence\Hooligans_violence__FENERBAHCE_ULTRAS_VS_COPS_VIOLENCE_RIOT__2maxpower1453__e7Bv5fTB.avi,Violent-Flows,Hooligans_violence__FENERBAHCE_ULTRAS_VS_COPS_VIOLENCE_RIOT__2maxpower1453__e7Bv5fTB,1,violence
..\data\raw\violentflows\movies\1\Violence\Hooligans_violence__Football_Hooligans_Hull_Pub_Brawl_News_Report__lancashirelads__--3xfJHXlOc.avi,Violent-Flows,Hooligans_violence__Football_Hooligans_Hull_Pub_Brawl_News_Report__lancashirelads__--3xfJHXlOc,1,violence
..\data\raw\violentflows\movies\1\Violence\Hooligans_violence__Football_hooligans_Reading_Swansea_1993__MrSmasherlad__9I7MpDQc82k.avi,Violent-Flows,Hooligans_violence__Football_hooligans_Reading_Swansea_1993__MrSmasherlad__9I7MpDQc82k,1,violence
..\data\raw\violentflows\movies\1\Violence\Hooligans_violence__Polish_Hooligans__tigardojaja__YLSsmo2Glyk.avi,Violent-Flows,Hooligans_violence__Polish_Hooligans__tigardojaja__YLSsmo2Glyk,1,violence
..\data\raw\violentflows\movies\1\Violence\soccer_violence__FENERBAHCE_ULTRAS_VS_COPS_VIOLENCE_RIOT__2maxpower1453__e7Bv5fTB.avi,Violent-Flows,soccer_violence__FENERBAHCE_ULTRAS_VS_COPS_VIOLENCE_RIOT__2maxpower1453__e7Bv5fTB,1,violence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds_cheering__Alabama_Ole_Miss_08_Rammer_Jammer__jaydubya10__mviEzH28NiE.avi,Violent-Flows,football_crowds_cheering__Alabama_Ole_Miss_08_Rammer_Jammer__jaydubya10__mviEzH28NiE,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds_cheering__Cheering_the_Nod__DjOky__iwrZ7iOfXAA.avi,Violent-Flows,football_crowds_cheering__Cheering_the_Nod__DjOky__iwrZ7iOfXAA,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds_cheering__Crystal_cheering_on_the_Angels__jayskilove__NpCBQfC7TSc.avi,Violent-Flows,football_crowds_cheering__Crystal_cheering_on_the_Angels__jayskilove__NpCBQfC7TSc,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds_cheering__Jacksonville_Jaguar_Promo__joshlee1090__jIoVPOVXuww.avi,Violent-Flows,football_crowds_cheering__Jacksonville_Jaguar_Promo__joshlee1090__jIoVPOVXuww,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds_cheering__K_State_fans_chant_WE_OWN_TEXAS__rockCHOKE21__YVr3IdD6rpY.avi,Violent-Flows,football_crowds_cheering__K_State_fans_chant_WE_OWN_TEXAS__rockCHOKE21__YVr3IdD6rpY,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds_cheering__MAN_DROPS_BEER_STATE_OF_ORIGIN_2009__afhb2512__rLoVsCv00Ao.avi,Violent-Flows,football_crowds_cheering__MAN_DROPS_BEER_STATE_OF_ORIGIN_2009__afhb2512__rLoVsCv00Ao,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds_cheering__New_Mexico_Men_s_Soccer_Crowd_Atmosphere__menslobosoccer__us9aHz.avi,Violent-Flows,football_crowds_cheering__New_Mexico_Men_s_Soccer_Crowd_Atmosphere__menslobosoccer__us9aHz,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds_cheering__The_Ohio_State_University_Cheer__DEXTERTEEOHIO__FM9Jcpixqz0.avi,Violent-Flows,football_crowds_cheering__The_Ohio_State_University_Cheer__DEXTERTEEOHIO__FM9Jcpixqz0,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds_cheering__UF_Cheering_style__Playersgod__RaBmHs4MdLo.avi,Violent-Flows,football_crowds_cheering__UF_Cheering_style__Playersgod__RaBmHs4MdLo,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds__Both_crowds_Boca_vs_Internacionale__HansieC__ramrVUP0W0k.avi,Violent-Flows,football_crowds__Both_crowds_Boca_vs_Internacionale__HansieC__ramrVUP0W0k,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds__FIFA_World_Cup_The_Warriors_and_Magicians__SuperUdink__I2kOH7p48.avi,Violent-Flows,football_crowds__FIFA_World_Cup_The_Warriors_and_Magicians__SuperUdink__I2kOH7p48,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds__football_crowds__Anglia_News_Sport_Soccer_Football_FIFA_South_Africa_World_Cup_20.avi,Violent-Flows,football_crowds__football_crowds__Anglia_News_Sport_Soccer_Football_FIFA_South_Africa_World_Cup_20,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds__Giants_of_Brazil_5_of_6__anandaliyanage__5tw2pojykz8.avi,Violent-Flows,football_crowds__Giants_of_Brazil_5_of_6__anandaliyanage__5tw2pojykz8,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds__Love_is_in_the_air_DUFC_cup_final_Hampden_2010__tattoosyke__Afp7.avi,Violent-Flows,football_crowds__Love_is_in_the_air_DUFC_cup_final_Hampden_2010__tattoosyke__Afp7,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds__Massena_Central_High_School_Hall_Of_Fame_Football_Game_2009__joh.avi,Violent-Flows,football_crowds__Massena_Central_High_School_Hall_Of_Fame_Football_Game_2009__joh,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds__Nepal_U16_versus_Tajikistan_U16__ampr1150gs__xcn-9PxjnIE.avi,Violent-Flows,football_crowds__Nepal_U16_versus_Tajikistan_U16__ampr1150gs__xcn-9PxjnIE,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds__New_Mexico_Men_s_Soccer_Crowd_Atmosphere__menslobosoccer__us9aHz.avi,Violent-Flows,football_crowds__New_Mexico_Men_s_Soccer_Crowd_Atmosphere__menslobosoccer__us9aHz,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\football_crowds__Poldi_Odonkor_und_Asamoah_singen_in_Berlin__indra1974__4TkcO2r0q.avi,Violent-Flows,football_crowds__Poldi_Odonkor_und_Asamoah_singen_in_Berlin__indra1974__4TkcO2r0q,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\stadium_crowds__50000_people_in_a_stadium__simoncharlesspencerg__fLKom2IbDlg.avi,Violent-Flows,stadium_crowds__50000_people_in_a_stadium__simoncharlesspencerg__fLKom2IbDlg,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\stadium_crowds__FIFA_World_Cup_The_Warriors_and_Magicians__SuperUdink__I2kOH7p48.avi,Violent-Flows,stadium_crowds__FIFA_World_Cup_The_Warriors_and_Magicians__SuperUdink__I2kOH7p48,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\stadium_crowds__Iranian_Revolution_10th_Year_Anniversary__hijazna__PFZsW8I-GVY.avi,Violent-Flows,stadium_crowds__Iranian_Revolution_10th_Year_Anniversary__hijazna__PFZsW8I-GVY,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\stadium_crowds__Life_in_a_Day_Cheering_in_a_crowd_of_44_000__TheMariaMcD__EnR2uY.avi,Violent-Flows,stadium_crowds__Life_in_a_Day_Cheering_in_a_crowd_of_44_000__TheMariaMcD__EnR2uY,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\stadium_crowds__Match_Day_at_the_Stadium__loVedruggedz__Fgjj8OjcnWU.avi,Violent-Flows,stadium_crowds__Match_Day_at_the_Stadium__loVedruggedz__Fgjj8OjcnWU,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\stadium_crowds__Mexican_Wave_at_Cape_Town_Stadium__mallix2000__oyESuDC-dl0.avi,Violent-Flows,stadium_crowds__Mexican_Wave_at_Cape_Town_Stadium__mallix2000__oyESuDC-dl0,2,nonviolence
..\data\raw\violentflows\movies\2\NonViolence\stadium_crowds__Police_drill_for_2010__CNN__0LP012X0yiA.avi,Violent-Flows,stadium_crowds__Police_drill_for_2010__CNN__0LP012X0yiA,2,nonviolence
..\data\raw\violentflows\movies\2\Violence\balcony_football_violence__Football_Hooligans_Bury_v_Stockport_1998__MorningGlory1997__g6p_k37oWws.avi,Violent-Flows,balcony_football_violence__Football_Hooligans_Bury_v_Stockport_1998__MorningGlory1997__g6p_k37oWws,2,violence
..\data\raw\violentflows\movies\2\Violence\balcony_football_violence__Football_Hooligans_Oxford_Utd_v_Aston_Villa_2002__MorningGlory1997__bWY8AQIFYXM.avi,Violent-Flows,balcony_football_violence__Football_Hooligans_Oxford_Utd_v_Aston_Villa_2002__MorningGlory1997__bWY8AQIFYXM,2,violence
..\data\raw\violentflows\movies\2\Violence\fans_violence__FootBall_Fans_Violence__xxxXLsDXxxx__EaCpQJLdxJ8.avi,Violent-Flows,fans_violence__FootBall_Fans_Violence__xxxXLsDXxxx__EaCpQJLdxJ8,2,violence
..\data\raw\violentflows\movies\2\Violence\fans_violence__Football_Hooligans_Preston_North_End_Mix__prestonparasoccer__qwrOc8xmlpY.avi,Violent-Flows,fans_violence__Football_Hooligans_Preston_North_End_Mix__prestonparasoccer__qwrOc8xmlpY,2,violence
..\data\raw\violentflows\movies\2\Violence\fans_violence__Hooligans_violence_in_stadiums_PART_1__yuossef5959__PPIP1AYJyXE.avi,Violent-Flows,fans_violence__Hooligans_violence_in_stadiums_PART_1__yuossef5959__PPIP1AYJyXE,2,violence
..\data\raw\violentflows\movies\2\Violence\fans_violence__IRAKLIS_FANS_OUTLAW__RESISTANCE1908__15XLSFN7mFs.avi,Violent-Flows,fans_violence__IRAKLIS_FANS_OUTLAW__RESISTANCE1908__15XLSFN7mFs,2,violence
..\data\raw\violentflows\movies\2\Violence\fans_violence__Roma_vs_Man_United_Police_violence_DANISH_TV__7Anotnac7__gIfgEwL.avi,Violent-Flows,fans_violence__Roma_vs_Man_United_Police_violence_DANISH_TV__7Anotnac7__gIfgEwL,2,violence
..\data\raw\violentflows\movies\2\Violence\fans_violence__Vanilla_Muffins_Chelsea_West_Ham_A_Look_At_Football_Violence__TheSicSociety__Qx0W0-0dDFQ.avi,Violent-Flows,fans_violence__Vanilla_Muffins_Chelsea_West_Ham_A_Look_At_Football_Violence__TheSicSociety__Qx0W0-0dDFQ,2,violence
..\data\raw\violentflows\movies\2\Violence\football_fans__FootBall_Fans_Violence__xxxXLsDXxxx__EaCpQJLdxJ8.avi,Violent-Flows,football_fans__FootBall_Fans_Violence__xxxXLsDXxxx__EaCpQJLdxJ8,2,violence
..\data\raw\violentflows\movies\2\Violence\football_fans__Football_Hooligans__ELGmedia__7by8qY2C258.avi,Violent-Flows,football_fans__Football_Hooligans__ELGmedia__7by8qY2C258,2,violence
..\data\raw\violentflows\movies\2\Violence\football_fans__World_football_compilation_ultras_players_hooligans_emotions__ex.avi,Violent-Flows,football_fans__World_football_compilation_ultras_players_hooligans_emotions__ex,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__Football_hooligans_fighting_in_Helsinki_WCQL_Finland_Russia__f43344__n3yajhkWI6w.avi,Violent-Flows,football_violence__Football_hooligans_fighting_in_Helsinki_WCQL_Finland_Russia__f43344__n3yajhkWI6w,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__Football_Hooligans_Man_City_v_Man_United_1989__lancashirelads__r.avi,Violent-Flows,football_violence__Football_Hooligans_Man_City_v_Man_United_1989__lancashirelads__r,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__Football_Hooligans_Preston_North_End_Mix__prestonparasoccer__qwrOc8xmlpY.avi,Violent-Flows,football_violence__Football_Hooligans_Preston_North_End_Mix__prestonparasoccer__qwrOc8xmlpY,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__Football_Hooligans_QPR_v_Luton_St_Pancras__prestonparasoccer__DNL6VlA3hnQ.avi,Violent-Flows,football_violence__Football_Hooligans_QPR_v_Luton_St_Pancras__prestonparasoccer__DNL6VlA3hnQ,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__Football_Hooligans_Russia_v_England_News_Report__prestonparasocc.avi,Violent-Flows,football_violence__Football_Hooligans_Russia_v_England_News_Report__prestonparasocc,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__football_match_violence__mld0491__WL6AUKgOYSs.avi,Violent-Flows,football_violence__football_match_violence__mld0491__WL6AUKgOYSs,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__Football_Soccer_Hooligans_Movie_Scenes__mclarenfan04__KHP6fQdrFlE.avi,Violent-Flows,football_violence__Football_Soccer_Hooligans_Movie_Scenes__mclarenfan04__KHP6fQdrFlE,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__Football_violence_3__reklamomand__SjUBX5K5QRo.avi,Violent-Flows,football_violence__Football_violence_3__reklamomand__SjUBX5K5QRo,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__football_violence__Brannik_Football_Violence__Elbsturm1488__7NyYlQX-tiI.avi,Violent-Flows,football_violence__football_violence__Brannik_Football_Violence__Elbsturm1488__7NyYlQX-tiI,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__FUCK_YOU_FOOTBALL_HOOLIGANS_FRENZY_PART1_SCOTLAND__W00FAM__Yy73o.avi,Violent-Flows,football_violence__FUCK_YOU_FOOTBALL_HOOLIGANS_FRENZY_PART1_SCOTLAND__W00FAM__Yy73o,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__Hooligans_no_talk_just_fights_docu_part_04__haagsejef23__GcP3SiwkmGo.avi,Violent-Flows,football_violence__Hooligans_no_talk_just_fights_docu_part_04__haagsejef23__GcP3SiwkmGo,2,violence
..\data\raw\violentflows\movies\2\Violence\football_violence__Roma_vs_Man_United_Police_violence_DANISH_TV__7Anotnac7__gIfgEwL.avi,Violent-Flows,football_violence__Roma_vs_Man_United_Police_violence_DANISH_TV__7Anotnac7__gIfgEwL,2,violence
..\data\raw\violentflows\movies\2\Violence\Hooligans_violence__Football_Hooligans_QPR_v_Luton_St_Pancras__prestonparasoccer__DNL6VlA3hnQ.avi,Violent-Flows,Hooligans_violence__Football_Hooligans_QPR_v_Luton_St_Pancras__prestonparasoccer__DNL6VlA3hnQ,2,violence
..\data\raw\violentflows\movies\2\Violence\Hooligans_violence__Russian_Hooligans_Zenit_St_Petersburg__LordXavior__iMjISeT72vQ.avi,Violent-Flows,Hooligans_violence__Russian_Hooligans_Zenit_St_Petersburg__LordXavior__iMjISeT72vQ,2,violence
..\data\raw\violentflows\movies\3\NonViolence\balcony_football__birmingham_promoted_to_premier_from_balcony_town_hall__clippo67_.avi,Violent-Flows,balcony_football__birmingham_promoted_to_premier_from_balcony_town_hall__clippo67_,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__9697_stadium_crowds__oddballfilmvideo__4onlltf20tE.avi,Violent-Flows,football_crowds_cheering__9697_stadium_crowds__oddballfilmvideo__4onlltf20tE,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__Brisbane_Lions_v_Carlton_Blues_The_Gabba_5_Sept_2009__jacktion19.avi,Violent-Flows,football_crowds_cheering__Brisbane_Lions_v_Carlton_Blues_The_Gabba_5_Sept_2009__jacktion19,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__Cheering_EAHS_JV_Win__GoAlvarezEagles__Ya-N2JawEyc.avi,Violent-Flows,football_crowds_cheering__Cheering_EAHS_JV_Win__GoAlvarezEagles__Ya-N2JawEyc,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__Day_254_of_2010_Washington_Huskies_First_Half__shinystuffff__H3x.avi,Violent-Flows,football_crowds_cheering__Day_254_of_2010_Washington_Huskies_First_Half__shinystuffff__H3x,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__Hajduk_Split_vs_Dinamo_Zagreb_28_May_2009_Croatia_Cup_Final__jay.avi,Violent-Flows,football_crowds_cheering__Hajduk_Split_vs_Dinamo_Zagreb_28_May_2009_Croatia_Cup_Final__jay,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__Inside_the_Iowa_Spirit_Squads__uimediaproduction__V365Mro2t88.avi,Violent-Flows,football_crowds_cheering__Inside_the_Iowa_Spirit_Squads__uimediaproduction__V365Mro2t88,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__IU_Football_travels_to_Michigan__wtiu__GkRsT40daQ0.avi,Violent-Flows,football_crowds_cheering__IU_Football_travels_to_Michigan__wtiu__GkRsT40daQ0,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__I_O_W_A__temery16__EDS_jct18FA.avi,Violent-Flows,football_crowds_cheering__I_O_W_A__temery16__EDS_jct18FA,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__Jon_and_JJ_The_Elder_Crowd__jonandjj__NCFv0XMyvUk.avi,Violent-Flows,football_crowds_cheering__Jon_and_JJ_The_Elder_Crowd__jonandjj__NCFv0XMyvUk,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__Oregon_Ducks_vs_USC_Trojans_10_31_09__thatssnorthwest__9f0fI4-sF.avi,Violent-Flows,football_crowds_cheering__Oregon_Ducks_vs_USC_Trojans_10_31_09__thatssnorthwest__9f0fI4-sF,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__Tallest_Cup_Stack_in_Football_Fan_History__break__ofi003Eec_E.avi,Violent-Flows,football_crowds_cheering__Tallest_Cup_Stack_in_Football_Fan_History__break__ofi003Eec_E,3,nonviolence
..\data\raw\violentflows\movies\3\NonViolence\football_crowds_cheering__The_Greatest_Game_of_the_Year__MarcelloMussarela__lmJVKXUQPJA.avi,Violent-Flows,football_crowds_cheering__The_Greatest_Game_of_the_Year__MarcelloMussarela__lmJVKXUQPJA,3,nonviolence
